video_id,exercise_id,exercise_name,equipment,youtube_link
499,245,Dips,body weight,https://youtu.be/4la6BkUBLgo?si=9LVFWw8sqrJBlGVh
501,245,Dips,body weight (weighted),https://youtu.be/h_qLxCGaeU8?si=BJcuo5E-uBlsIO5Y
503,245,Dips,assisted machine,https://youtu.be/g3o0dC_qCns?si=ETSygEu5fR_HW0UK
505,247,Flies: Standing Fly,cable,https://youtu.be/PRw7ieDBLl4?si=X7FH_733u2J3IfFO
507,247,Flies: Standing Fly,dumbbell,https://youtu.be/DBcg7rQpXvY?si=9Iky8ByifEh15o1n
509,249,Push-Up: Archer,body weight,https://youtu.be/25t7UBYCMbE?si=jwU6G0sbNXwzKkoZ
511,251,Flies: Pec Deck Fly,lever,https://youtu.be/0-hNkTL23ps?si=WjulVKs7Fk5x3JAM
513,253,45  Reverse Calf Raise (On Hack Press),lever,https://youtu.be/KKwr1Apx9vI?si=ni3NDdWdYdGXDXL3
515,255,Shadow Boxing,plyometric,https://youtu.be/J4j3AOVWuHE?si=wXh2pGjasGB4tej_
517,257,Seated Row (No Chest Pad),lever,https://youtu.be/TIr-oyMwAko?si=mVnwKtaNjS64Yaio
519,257,Seated Row (No Chest Pad),cable,https://youtu.be/7o2oolbmzeI?si=KwJtz0w3U1u1ZTQF
521,259,Flies,cable,https://youtu.be/Iwe6AmxVf7o?si=bEj5MqgixMQ632TW
523,259,Flies,lever,https://youtu.be/o9mu2VRh3tA?si=USTZt7M6kWoVwkrr
525,259,Flies,dumbbell,https://youtu.be/eozdVDA78K0?si=pchWOhUi-Je3-cwT
527,261,Seated Calf Press,lever,https://youtu.be/hXdB-qariQ4?si=_9AMJ90CPak8Bfr2
529,263,Seated Rows (Others),lever,https://youtu.be/TIr-oyMwAko?si=mVnwKtaNjS64Yaio
531,263,Seated Rows (Others),cable,https://youtu.be/7o2oolbmzeI?si=KwJtz0w3U1u1ZTQF
533,265,Incline Chest Press,dumbbell,https://youtu.be/8iPEnn-ltC8?si=fx0lwABqmGPGT8vf
535,265,Incline Chest Press,lever,https://youtu.be/ig0NyNlSce4?si=-oKqBio7oSw4sgUr
537,265,Incline Chest Press,barbell,https://youtu.be/DbFgADa2PL8?si=xyNH4Onqqrm58Y5E
539,267,Standing Calf Raise: One Arm Single Leg Calf Raise,body weight,https://youtu.be/qPd73snQfUs?si=DljimRpEu2saTjqU
541,267,Standing Calf Raise: One Arm Single Leg Calf Raise,dumbbell,https://youtu.be/uhLjADhUxFM?si=U_2wBM_-Jl-dbi06
543,269,Stationary Bike,Stationary bike,https://youtu.be/NwwDBARCGgo?si=vPmxIRSl4Fk2lNiA
545,271,Standing (Hill Climb),Stationary bike,https://youtu.be/NwwDBARCGgo?si=vPmxIRSl4Fk2lNiA
547,273,Treadmill Run: Flat run,Treadmill,https://youtu.be/ufhM_9eLU-s?si=q8Kted37dgjrboKD&t=766
549,275,Treadmill Run: Incline run,Treadmill,https://youtu.be/-RPHZOW_ziU?si=x8AB2mbQiqq3P6bf
551,277,Treadmill Walk: Incline walk,Treadmill,https://youtu.be/9ccVxEvWtpA?si=Uogat4gPl-5QfS3T
553,279,Stair Climb,StairMaster,https://youtu.be/Zn1O9LcKW9E?si=HmoWdv0076kux_J0
555,281,Stair Climb: Double step climb,StairMaster,https://youtu.be/fXIXBifNs6Y?si=Q3CdyepEMoybLkE7
